prob,pnl,target,symbol,signal_date,month,seed,config
0.36618900299072266,-20.0925,0,KRISHANA,2025-01-15,2025-01,99,incumbent config: all data
0.4766862392425537,9.1758,0,MPSLTD,2025-01-23,2025-01,99,incumbent config: all data
0.22479553520679474,-16.3955,0,KMCSHIL,2025-02-03,2025-02,99,incumbent config: all data
0.20450365543365479,-25.6148,0,NGLFINE,2025-02-05,2025-02,99,incumbent config: all data
0.01671753078699112,-32.5535,0,NGLFINE,2025-02-06,2025-02,99,incumbent config: all data
0.02364792302250862,-19.1416,0,ANTELOPUS,2025-03-19,2025-03,99,incumbent config: all data
0.4083639085292816,-6.0409,0,SEAMECLTD,2025-03-25,2025-03,99,incumbent config: all data
0.24759982526302338,-8.7649,0,PRIVISCL,2025-03-27,2025-03,99,incumbent config: all data
0.1931793987751007,-12.0067,0,DPABHUSHAN,2025-04-02,2025-04,99,incumbent config: all data
0.1836082488298416,-17.1262,0,SRM,2025-04-15,2025-04,99,incumbent config: all data
0.1197972521185875,15.9534,0,THYROCARE,2025-04-22,2025-04,99,incumbent config: all data
0.17817623913288116,-12.2185,0,FRONTSP,2025-04-22,2025-04,99,incumbent config: all data
0.19502663612365723,30.456,1,NDRAUTO,2025-05-09,2025-05,99,incumbent config: all data
0.02329356223344803,10.6617,0,RAILTEL,2025-05-14,2025-05,99,incumbent config: all data
0.02635177969932556,-4.8985,0,KOVAI,2025-05-14,2025-05,99,incumbent config: all data
0.10684280097484589,3.4607,0,SPARC,2025-05-16,2025-05,99,incumbent config: all data
0.027088062837719917,-7.5102,0,KHAZANCHI,2025-05-20,2025-05,99,incumbent config: all data
0.030969003215432167,-15.0507,0,DISAQ,2025-05-21,2025-05,99,incumbent config: all data
0.5564873814582825,-9.1799,0,KOVAI,2025-05-30,2025-05,99,incumbent config: all data
0.012077447958290577,-12.9458,0,HARIOMPIPE,2025-06-05,2025-06,99,incumbent config: all data
0.08681543916463852,1.8843,0,ANTELOPUS,2025-06-06,2025-06,99,incumbent config: all data
0.08661961555480957,-12.4686,0,SURAKSHA,2025-06-25,2025-06,99,incumbent config: all data
0.12393529713153839,23.6111,0,SENORES,2025-06-25,2025-06,99,incumbent config: all data
0.4597127139568329,-5.8054,0,MPSLTD,2025-06-25,2025-06,99,incumbent config: all data
0.01759978011250496,-1.2456,0,VIJAYA,2025-06-26,2025-06,99,incumbent config: all data
0.11521795392036438,-0.6615,0,SIGNPOST,2025-06-30,2025-06,99,incumbent config: all data
0.30163776874542236,61.2719,1,523229,2025-07-01,2025-07,99,incumbent config: all data
0.09676805883646011,0.5596,0,NGLFINE,2025-07-01,2025-07,99,incumbent config: all data
0.3523283302783966,-9.377,0,SANDUMA,2025-07-03,2025-07,99,incumbent config: all data
0.6342115998268127,-8.4391,0,ARKADE,2025-07-07,2025-07,99,incumbent config: all data
0.05385824665427208,-1.8892,0,KHAZANCHI,2025-07-08,2025-07,99,incumbent config: all data
0.08715098351240158,-0.5104,0,ALLDIGI,2025-07-08,2025-07,99,incumbent config: all data
0.6021488308906555,1.5755,0,DPABHUSHAN,2025-07-09,2025-07,99,incumbent config: all data
0.458057165145874,23.1663,0,OLECTRA,2025-07-10,2025-07,99,incumbent config: all data
0.14498594403266907,30.2215,1,GARUDA,2025-07-10,2025-07,99,incumbent config: all data
0.35684576630592346,-4.1777,0,MCLOUD,2025-07-15,2025-07,99,incumbent config: all data
0.13903245329856873,-7.3232,0,DISAQ,2025-07-15,2025-07,99,incumbent config: all data
0.27299174666404724,-10.658,0,SENCO,2025-07-17,2025-07,99,incumbent config: all data
0.062323667109012604,13.2531,0,ASIANENE,2025-07-17,2025-07,99,incumbent config: all data
0.07029595226049423,-11.1523,0,PNGJL,2025-07-17,2025-07,99,incumbent config: all data
0.09431730210781097,-13.2931,0,530475,2025-07-17,2025-07,99,incumbent config: all data
0.11865893751382828,-6.1044,0,DPABHUSHAN,2025-07-18,2025-07,99,incumbent config: all data
0.10208163410425186,-9.6791,0,RPTECH,2025-07-18,2025-07,99,incumbent config: all data
0.1427699625492096,-9.5477,0,GPTINFRA,2025-07-21,2025-07,99,incumbent config: all data
0.04064057767391205,14.0667,0,OLECTRA,2025-07-23,2025-07,99,incumbent config: all data
0.2642178237438202,-6.202,0,WINDLAS,2025-07-24,2025-07,99,incumbent config: all data
0.24941761791706085,8.8292,0,ASIANENE,2025-07-28,2025-07,99,incumbent config: all data
0.06487052887678146,-12.5181,0,VIJAYA,2025-07-28,2025-07,99,incumbent config: all data
0.17199702560901642,89.2737,1,523229,2025-07-30,2025-07,99,incumbent config: all data
0.023710103705525398,-3.521,0,DEEPINDS,2025-08-04,2025-08,99,incumbent config: all data
0.14611859619617462,-10.5733,0,BLS,2025-08-05,2025-08,99,incumbent config: all data
0.07536233216524124,-3.3384,0,DOMS,2025-08-11,2025-08,99,incumbent config: all data
0.06918304413557053,-4.8705,0,KMCSHIL,2025-08-13,2025-08,99,incumbent config: all data
