bbw_width_pct,days_in_squeeze,volume_multiple,close_high_ratio,rsi_absolute,rsi_delta,atr_pct,distance_from_50sma,nifty_trend,nifty_distance_from_50sma,relative_strength_125,prior_runup_90,symbol,signal_date,target,trade_pnl
4.5251,25,3.4356,0.8246,61.0621,9.1019,2.5454,0.0375,1,0.0729,0.7717,-21.0843,CDSL,2022-08-01,0,10.0107
6.9978,33,2.8685,0.8044,65.2491,8.289,3.1027,0.0703,1,0.0832,0.7866,-20.371,CDSL,2022-08-12,0,5.3794
7.3797,44,4.2635,0.611,65.8523,11.9933,3.1568,0.0937,1,0.0637,0.8573,-13.7023,CDSL,2022-08-30,0,3.1074
3.0192,20,2.741,0.7134,56.7413,12.4533,1.9303,-0.0086,1,0.0412,1.0048,15.1463,CDSL,2022-11-14,0,-4.9923
8.0876,18,4.5119,0.8614,67.4502,8.9078,3.9166,0.1351,0,-0.0254,1.4178,41.6359,CDSL,2023-10-31,0,21.859
8.8341,33,5.9288,0.7289,64.9102,10.5745,3.4566,0.0564,1,0.0279,1.4425,49.2454,CDSL,2024-02-07,0,-9.9204
8.8937,7,2.0179,0.8915,57.6258,10.0098,3.8555,0.0117,0,-0.0228,0.8942,-18.2136,CDSL,2026-04-08,0,-2.6406
5.308,10,2.9308,0.8281,66.2715,10.3461,2.9708,0.0,0,0.0,1.0,0.0,CEATLTD,2016-08-05,1,34.6557
8.2636,29,3.8049,0.9463,68.4432,12.0092,2.7699,0.0,0,0.0,1.0,0.0,CEATLTD,2016-09-02,1,28.1302
8.046,41,2.5902,0.8842,62.9592,14.4345,2.6431,0.0446,1,0.0511,1.1685,1.6374,CEATLTD,2017-03-14,1,53.5656
3.7727,26,2.6592,0.843,65.824,8.2035,1.9205,0.0529,1,0.037,1.409,46.6574,CEATLTD,2017-08-02,0,-7.3882
5.6683,44,2.692,0.9068,66.4464,17.7233,2.2715,0.043,1,0.038,0.9626,1.0923,CEATLTD,2017-11-06,0,-5.176
10.1243,0,2.0799,0.9023,59.385,8.0021,3.3702,0.0175,0,-0.0143,0.9153,-10.4427,CEATLTD,2018-04-05,0,-8.9047
6.8214,11,5.3753,0.7893,60.7064,17.5782,3.1475,0.03,1,0.0236,0.7179,-14.399,CEATLTD,2018-07-20,0,-1.0827
6.7242,12,1.5297,0.7901,67.4277,12.6031,3.7548,0.1037,1,0.0436,0.8289,-0.6256,CEATLTD,2019-09-23,0,-4.9368
6.2744,15,4.5637,0.779,66.9062,9.7543,3.0609,0.0862,1,0.0579,0.9274,12.5158,CEATLTD,2019-10-31,0,-10.7152
4.9769,58,2.374,0.7385,68.5591,10.4443,2.2619,0.0621,1,0.0241,1.0918,16.613,CEATLTD,2020-01-02,0,-7.4827
5.8249,87,3.558,0.7271,59.6259,12.7186,2.7754,0.0365,1,0.0058,1.0776,6.7278,CEATLTD,2020-02-12,0,-8.0241
4.4097,7,4.0665,0.6644,67.8278,9.0268,2.4527,0.1363,1,0.1056,1.107,-8.7804,CEATLTD,2020-07-06,0,-7.7933
5.0198,36,7.7254,0.7574,69.1843,15.9845,1.9758,0.0674,1,0.0236,1.0898,-13.4138,CEATLTD,2021-07-14,0,-6.662
6.2677,83,3.1702,0.8034,61.9716,12.3192,2.4555,0.0314,1,0.0595,0.7379,7.2442,CEATLTD,2021-09-22,0,-4.8243
9.8932,12,8.2952,0.7745,62.2758,31.7498,3.1582,0.0068,0,-0.02,0.8376,-6.3729,CEATLTD,2021-12-28,0,-14.2857
9.3579,4,5.7193,0.8142,67.9709,19.5193,2.7841,0.0205,0,-0.0093,0.9648,3.6929,CEATLTD,2022-07-06,1,55.9772
7.4804,55,9.5645,0.8,68.5634,22.9865,3.4097,0.0845,1,0.0318,1.0195,-17.5561,CEATLTD,2023-04-28,1,65.6123
3.6869,52,11.3481,0.1533,55.3496,13.4972,3.1823,-0.0115,1,0.0098,1.3624,12.2623,CEATLTD,2023-10-17,0,12.1726
4.8579,14,2.9176,0.8752,63.6844,10.472,2.6197,0.0967,1,0.0296,0.9638,12.5349,CEATLTD,2024-01-18,0,3.8313
8.8406,32,2.4188,0.9158,62.4606,9.49,3.2047,0.0502,1,0.0046,1.1839,54.3337,CEATLTD,2025-07-14,0,-10.4466
6.2885,10,3.4568,0.8929,57.3971,10.5155,3.1108,-0.0119,0,-0.0162,1.2118,10.1616,CEATLTD,2025-09-02,0,13.2026
8.823,16,1.5637,0.9021,61.933,11.6511,3.4084,0.0286,1,0.011,1.0147,-7.9981,CEMPRO,2017-09-05,0,22.5265
5.6791,36,5.1084,0.8698,66.4173,10.0273,3.0958,0.079,1,0.0317,0.8649,3.3333,CEMPRO,2017-10-31,0,0.821
6.8338,15,2.3054,0.8197,61.308,9.4616,3.1441,0.0527,1,0.0315,0.9177,-18.1369,CEMPRO,2018-05-09,0,-12.2432
12.5976,0,4.4337,0.7263,63.4455,9.9837,5.5496,0.1461,1,0.1089,0.7398,-32.9412,CEMPRO,2020-06-02,0,3.9156
10.6233,0,4.2353,0.5656,61.1296,8.0974,3.7568,0.0606,1,0.0153,0.8607,-9.6875,CEMPRO,2022-04-21,0,-11.1715
11.4678,0,8.7148,0.6348,62.2647,14.2448,4.692,0.0335,0,-0.0279,0.8975,-11.6943,CEMPRO,2022-06-08,1,73.3634
8.8928,3,2.8042,0.8701,65.8201,11.452,3.5827,0.1088,1,0.0331,1.8951,98.2855,CEMPRO,2022-11-04,0,-10.5
7.9851,3,6.4141,0.4476,69.2349,9.8992,3.6878,0.1175,1,0.0203,1.7113,87.7652,CEMPRO,2023-08-08,0,9.6311
8.5272,20,4.5413,0.763,69.8802,8.3524,4.0002,0.1695,1,0.053,1.7063,49.1157,CEMPRO,2024-01-10,0,-3.3817
10.1758,0,4.3998,0.6727,65.99,11.0373,4.1561,0.1317,1,0.0296,1.6223,31.7175,CEMPRO,2024-01-18,0,-4.7172
9.8346,3,7.2665,0.5966,58.5219,12.1695,5.1716,0.1053,1,0.0076,1.5346,70.7874,CEMPRO,2024-08-08,0,-9.0064
3.7743,12,3.2444,0.6364,57.1521,15.8467,3.4665,0.0,0,0.0,1.0,0.0,CENTRALBK,2016-08-16,0,-8.4278
2.4694,31,4.0798,0.6974,67.236,16.5383,1.6627,0.0316,1,0.0583,0.8746,-13.2597,CENTRALBK,2017-02-02,0,-3.9784
3.5748,14,1.5681,0.6389,66.4968,9.8742,2.2416,0.0918,1,0.0259,1.0787,27.4203,CENTRALBK,2017-04-28,0,-4.3152
15.4738,0,3.7617,0.7167,67.5195,20.5921,4.3037,0.1043,1,0.032,0.8093,-10.4309,CENTRALBK,2017-10-25,0,-15.4902
10.8496,0,10.9732,0.6371,65.7192,17.1752,4.3996,0.0597,0,-0.0359,0.7185,-9.1184,CENTRALBK,2018-03-09,0,-7.62
12.1124,0,3.1033,0.8723,66.6976,10.0408,2.618,0.0923,1,0.0392,0.4383,-51.9565,CENTRALBK,2018-12-19,0,-1.6567
10.6793,0,5.5969,0.8367,66.8901,15.7511,3.2943,0.028,1,0.0736,1.0259,41.4634,CENTRALBK,2021-09-16,0,-10.7143
5.1987,17,3.6154,0.7857,63.0405,10.1628,3.0246,0.0591,1,0.0087,1.0744,22.9412,CENTRALBK,2022-10-25,1,45.2843
8.03,23,3.5212,0.875,66.5226,12.7979,3.4053,0.0726,1,0.03,1.0977,26.0997,CENTRALBK,2022-11-03,1,41.9213
11.0009,0,3.3232,0.8529,63.841,8.3081,3.744,0.0422,1,0.0113,1.3272,5.4902,CENTRALBK,2023-04-17,0,0.9041
6.4982,16,5.9595,0.7,68.9637,12.355,2.3686,0.0643,1,0.031,0.7525,4.8913,CENTRALBK,2023-06-20,1,52.6316
8.277,11,5.3793,0.9429,63.8039,17.7813,2.9503,0.0358,1,0.0553,1.5555,55.0562,CENTRALBK,2023-12-04,1,29.5268
5.5071,20,2.3901,0.9341,57.8368,15.3367,2.9648,0.0114,1,0.0443,0.9055,1.9537,CENTRALBK,2024-09-23,0,-10.5288
9.8583,8,2.6506,0.7805,60.2199,8.4591,2.8047,0.0229,1,0.033,0.6774,-25.4594,CENTRALBK,2025-05-30,0,-5.9507
4.565,84,4.1294,0.7683,59.3789,11.9605,2.7429,0.0577,1,0.0356,0.9503,-2.4611,CENTRALBK,2025-10-20,0,-5.5498
5.1707,135,2.0452,0.904,65.201,9.8709,1.7705,0.0224,1,0.0145,0.9589,8.7925,CENTRALBK,2026-01-02,0,-5.8641
6.2197,94,1.6495,0.8721,64.3432,12.4955,2.7859,0.0403,0,-0.0191,1.0,2.5668,CESC,2016-12-09,1,34.7534
3.9747,23,3.1359,0.8902,57.8069,13.1008,2.1684,0.004,1,0.0326,1.1637,10.0809,CESC,2017-07-14,0,0.4808
5.7807,33,3.9293,0.8763,65.2983,11.4319,2.2886,0.0468,1,0.0344,1.0992,11.9706,CESC,2017-07-28,0,-1.9804
4.6674,65,2.8129,0.8517,64.4297,14.4177,2.3667,0.038,1,0.0152,1.1013,14.6055,CESC,2017-12-21,0,-0.0188
6.1217,11,1.8086,0.8753,57.9302,11.0982,3.0686,-0.004,1,0.0443,0.8856,5.6681,CESC,2018-07-27,0,-3.9336
3.962,18,1.9852,0.7161,56.6875,8.2966,2.7099,-0.0025,1,0.0365,0.8052,-14.7712,CESC,2018-12-20,0,-9.5242
5.654,51,1.7631,0.9184,67.3482,13.0121,2.6835,0.0643,1,0.0239,0.8997,-10.3269,CESC,2019-02-06,0,-3.1714
5.6687,7,2.0505,0.9282,66.5542,10.1835,2.3589,0.0884,1,0.009,1.0853,10.8753,CESC,2019-06-25,0,-6.4992
10.3201,0,1.8789,0.8535,65.4503,9.6386,3.1033,0.0891,1,0.0144,1.1651,24.7036,CESC,2019-09-20,0,-12.4859
4.2774,37,2.4713,0.716,62.685,9.6485,2.3111,0.0372,1,0.0216,0.9185,0.7453,CESC,2020-01-17,0,-8.3625
8.4083,11,3.1099,0.8387,67.819,8.6353,3.098,0.0953,1,0.0927,1.0582,-1.5547,CESC,2020-07-08,0,-12.0999
10.4747,0,4.4763,0.7906,65.8156,8.1406,3.0392,0.0527,1,0.0471,0.9899,26.0692,CESC,2020-08-20,0,-4.0846
6.4657,28,3.265,0.7622,65.5722,8.0796,2.5362,0.063,1,0.0872,0.7805,9.0349,CESC,2020-12-03,0,-8.9391
9.0556,59,2.3851,0.8879,62.5622,8.3148,3.3286,0.0695,1,0.0063,0.9682,17.5372,CESC,2021-05-07,0,20.2553
7.7017,20,2.0368,0.8312,63.8103,9.101,2.7215,0.0312,1,0.049,0.924,-5.3846,CESC,2022-04-05,0,-4.2378
5.1197,41,2.3319,0.8864,66.7552,9.4323,2.791,0.0984,1,0.0427,0.9691,-1.8648,CESC,2022-09-07,0,-9.6331
6.2535,107,2.8936,0.7288,65.8604,9.6729,1.8344,0.0315,1,0.0338,0.8824,0.3819,CESC,2022-12-13,0,-3.7453
5.2347,152,2.5805,0.8077,68.6957,11.0434,1.998,0.0249,0,-0.0023,0.9565,-2.7027,CESC,2023-02-15,0,-5.8291
4.6621,212,3.7401,0.5325,63.7412,10.5508,2.3959,0.0441,1,0.0273,1.0393,-1.3845,CESC,2023-05-18,0,8.3795
5.4605,260,4.0569,0.4091,68.6568,8.4833,1.8091,0.0549,1,0.0436,1.0018,9.1429,CESC,2023-07-26,0,10.5989
5.0727,15,3.2176,0.9091,63.3767,10.2536,2.5276,0.0778,1,0.0098,1.2141,29.4406,CESC,2023-10-17,0,-8.6667
8.897,7,4.2612,0.6492,64.648,8.9826,4.1335,0.1192,1,0.023,1.2913,33.2978,CESC,2024-08-21,0,-2.0382
9.5899,2,1.619,0.7448,63.4811,10.5318,3.3106,0.0552,0,-0.0032,0.8759,-18.2073,CESC,2025-03-19,0,-6.6604
6.2946,12,3.4674,0.9258,64.841,11.4208,2.7299,0.0781,1,0.0174,1.0342,4.831,CESC,2025-10-15,0,-1.3093
8.3314,15,2.8151,0.9093,63.9807,9.2563,2.9719,0.0914,1,0.0356,1.0512,4.3212,CESC,2025-10-20,0,-3.2444
8.7356,10,1.8851,0.6227,64.3972,8.7621,4.9182,0.1718,1,0.0187,1.4965,72.4425,CGCL,2018-12-12,0,-8.5625
11.0519,0,1.5561,0.8485,69.6526,16.5196,3.9329,0.1159,1,0.0439,1.2921,26.0135,CGCL,2019-03-13,0,5.8825
10.3773,0,1.5903,0.8529,65.1148,23.9834,4.1106,0.0745,0,-0.0462,1.3043,0.5805,CGCL,2019-09-03,0,13.4454
6.317,5,1.5208,0.8567,64.8523,10.7943,4.3053,0.1587,1,0.0214,0.9346,57.0603,CGCL,2020-09-18,0,22.9167
7.3664,11,2.0621,0.8359,67.0121,16.5351,3.9382,0.0718,1,0.0051,1.2467,53.7873,CGCL,2021-03-30,1,37.571
8.4596,123,11.9442,0.7913,59.1101,27.5134,3.9403,0.0408,0,-0.0402,0.9401,4.0482,CGCL,2021-12-22,0,20.3328
7.9952,151,2.6453,0.6635,68.8668,10.6066,3.7152,0.0971,1,0.0084,0.9454,13.2815,CGCL,2022-02-01,1,26.9153
15.9038,0,2.6521,1.0,62.5663,23.8721,3.2245,0.0145,1,0.0253,0.3115,-60.8593,CGCL,2024-03-05,0,-14.8844
9.8318,12,17.3003,0.64,62.4339,17.2759,3.9211,0.0396,0,-0.0319,1.0335,-5.6533,CGCL,2025-01-24,0,-12.8631
9.0668,2,5.0076,0.8598,60.7309,13.4232,4.2462,0.1067,0,-0.0129,1.0149,12.8509,CGCL,2025-08-04,0,6.7104
5.383,56,2.5015,0.8166,66.3671,8.3739,2.3401,0.0583,1,0.0352,1.1263,16.7373,CGCL,2025-10-23,0,-6.1634
9.8648,1,4.2392,0.9234,67.84,8.3373,3.0283,0.1232,1,0.0004,1.0033,9.8551,CGCL,2026-05-04,0,-6.1212
6.2915,4,1.6094,0.85,65.9055,11.4196,3.4202,0.0,0,0.0,1.0,0.0,CGPOWER,2016-07-27,0,2.2593
10.5827,0,2.8815,0.7333,57.5186,8.0935,2.5641,-0.0419,1,0.0277,0.8867,-22.7491,CGPOWER,2017-01-12,0,-0.4927
9.4439,2,1.846,0.7692,65.4996,8.8837,2.6008,0.0435,1,0.0537,0.9218,-17.0988,CGPOWER,2017-01-27,0,-3.7528
8.6122,11,1.7009,0.8861,64.1194,8.6913,3.1077,0.1031,1,0.0542,0.8776,-4.4805,CGPOWER,2017-03-16,0,11.2753
5.3277,16,4.4073,0.9351,68.2136,23.1409,3.079,0.1059,1,0.0206,0.9805,49.195,CGPOWER,2017-05-09,0,-2.3045
9.9362,4,2.3148,0.823,61.2693,10.6409,2.9758,0.042,1,0.011,1.1284,9.4811,CGPOWER,2017-09-05,0,-5.7535
7.534,16,2.0348,0.8372,69.1275,10.052,3.2539,0.0656,1,0.0409,1.0038,1.5836,CGPOWER,2017-11-01,0,4.9255
11.7554,0,3.6909,0.9028,64.6895,10.3111,4.7592,0.141,1,0.017,0.846,-26.4805,CGPOWER,2018-12-21,0,-6.9749
10.3991,0,4.54,0.9039,66.6521,16.421,3.0341,0.072,0,-0.0113,1.2908,28.7303,CGPOWER,2023-01-09,0,7.3752
5.7957,50,5.6892,0.1178,61.6822,9.5428,3.7773,0.0355,1,0.0267,0.9926,22.5955,CGPOWER,2024-03-01,1,25.5877
4.3254,60,4.5613,0.827,60.5775,15.564,2.0679,0.0309,0,-0.0229,1.0661,7.5934,CGPOWER,2025-08-29,0,4.7282
6.9798,35,3.1156,0.6208,60.7456,9.5836,5.3068,0.0596,1,0.0279,1.0,0.0,CHALET,2019-05-31,0,-13.7133
4.9294,24,1.5187,0.5851,62.5063,9.4293,3.9879,0.0362,0,-0.0543,1.0,-4.0554,CHALET,2019-08-13,0,-6.0294
9.4729,27,2.8909,0.6705,66.9427,16.5924,5.4685,0.1196,1,0.0404,1.0592,12.502,CHALET,2019-11-13,0,-14.5291
8.6738,37,4.1189,0.7544,63.1116,10.05,3.6796,0.0625,0,-0.0016,1.0371,12.2583,CHALET,2020-02-11,0,-13.1226
7.6128,20,3.5106,0.589,62.7257,8.9972,3.5872,0.0296,1,0.0358,0.8964,31.2296,CHALET,2021-03-04,0,-13.7905
9.4172,8,3.8275,0.6977,64.0249,11.2722,3.4304,0.0268,1,0.0251,0.9237,-16.3782,CHALET,2021-05-18,0,13.6193
5.0527,11,8.1829,0.589,65.5296,12.0871,3.4699,0.1351,1,0.0328,0.9143,9.8005,CHALET,2021-07-05,0,-9.5919
10.4904,0,11.0697,0.5126,66.2449,11.3928,3.9092,0.0604,1,0.0667,0.8812,32.4555,CHALET,2021-09-09,1,28.9089
8.9881,10,5.0562,0.546,66.8376,8.0553,5.4019,0.2114,1,0.0207,1.4984,46.141,CHALET,2021-11-08,0,-8.8992
12.8165,0,2.9288,0.8978,68.7449,13.3063,5.8138,0.2003,1,0.0045,1.6625,17.0812,CHALET,2022-03-22,0,-5.3186
7.91,18,3.437,0.8589,62.6258,9.9574,4.388,0.0661,0,-0.022,1.3675,33.8055,CHALET,2022-06-01,0,0.234
6.0775,10,9.4042,0.6565,61.2158,11.1703,2.8663,0.0296,0,-0.0085,1.012,2.3503,CHALET,2023-01-24,0,3.6662
8.6798,13,2.1479,0.9018,66.7829,9.4587,3.5134,0.1333,1,0.0225,1.267,41.0776,CHALET,2023-08-09,0,6.7681
4.8038,25,7.2272,0.8157,63.1867,9.96,2.9014,0.054,1,0.0587,1.2599,25.6851,CHALET,2023-12-12,0,20.4538
6.1184,16,2.6171,0.9202,62.9247,17.0015,3.873,0.084,1,0.07,0.9808,-12.0463,CHALET,2025-05-12,0,-3.2171
6.8114,31,4.7173,0.6863,59.7761,9.1279,2.8947,0.0265,1,0.0038,1.0122,19.416,CHALET,2025-07-17,0,-6.3546
7.8039,47,2.517,0.722,59.3301,10.9051,3.2116,0.0251,0,-0.0046,0.9695,-12.5312,CHALET,2026-02-03,0,-10.4867
6.8727,9,5.0638,0.7746,62.2202,23.4724,3.2324,0.0178,0,-0.0052,1.0,0.0,CHAMBLFERT,2016-10-19,0,-15.0157
9.7487,8,3.6306,0.8241,69.1424,18.3922,3.8933,0.1137,1,0.014,1.5095,26.511,CHAMBLFERT,2017-04-20,0,15.3444
11.9987,0,3.0999,0.8362,65.9279,11.9746,4.8255,0.1058,0,-0.0029,1.0657,17.4078,CHAMBLFERT,2018-02-26,0,-1.1098
8.015,12,3.5246,0.7798,60.7292,17.0113,2.9746,0.0104,1,0.0414,0.8905,-8.6227,CHAMBLFERT,2018-08-17,0,-2.2674
12.8881,0,8.5913,0.2956,68.3154,8.5712,3.8621,0.0919,1,0.0564,0.8643,-14.2489,CHAMBLFERT,2018-08-28,0,-9.7243
4.0161,19,3.9281,0.6807,63.4693,12.3699,2.8306,0.0194,0,-0.0143,0.9262,0.0884,CHAMBLFERT,2018-11-22,0,-8.7908
5.7082,17,2.9858,0.8628,66.0654,9.6505,2.6495,0.0691,1,0.0121,1.2961,34.5679,CHAMBLFERT,2021-07-26,0,8.8799
8.0468,21,8.6025,0.6538,65.2285,21.4466,3.4756,0.0865,1,0.0726,1.2648,22.9809,CHAMBLFERT,2021-09-24,0,0.2619
8.1795,8,3.1659,0.8702,65.9463,12.3371,3.2725,0.1365,1,0.0573,0.8975,-23.061,CHAMBLFERT,2022-08-26,0,-1.7222
7.7133,38,1.9346,0.8632,65.0598,8.094,2.8719,0.0617,0,-0.0062,0.9634,11.6961,CHAMBLFERT,2023-11-08,0,9.054
6.0067,34,4.3118,0.705,57.6652,9.0959,2.7786,0.013,1,0.0295,1.1761,40.1519,CHAMBLFERT,2024-03-07,0,-9.5039
11.0272,0,5.7808,0.9433,67.714,9.2739,3.5634,0.0964,0,-0.0082,1.1011,2.6119,CHAMBLFERT,2025-02-07,0,17.3237
7.6357,36,4.1119,0.9407,59.4785,16.1757,3.3478,0.0367,0,-0.0157,1.1109,-6.7498,CHAMBLFERT,2025-08-05,0,-9.2486
5.807,42,3.8747,0.7871,66.0568,10.8807,2.8501,0.0629,1,0.0206,1.4208,54.8148,CHENNPETRO,2017-05-09,0,-6.3241
4.5903,26,2.4195,0.9115,63.3767,13.2683,2.314,0.0312,1,0.0277,1.1958,-1.3048,CHENNPETRO,2018-01-09,0,-5.2525
11.5897,0,4.2253,0.7064,67.4697,9.585,3.5263,0.0841,1,0.0465,0.7541,-7.1554,CHENNPETRO,2018-07-30,0,-3.1765
8.2428,28,2.3777,0.8369,64.1055,8.8603,3.6141,0.0924,1,0.0349,0.9992,-6.6301,CHENNPETRO,2018-12-18,0,-10.3532
9.058,16,3.17,0.8054,62.9033,14.8944,3.0251,0.0301,1,0.0411,0.7146,4.9929,CHENNPETRO,2022-01-12,0,-9.2359
11.6764,0,4.4519,0.9514,67.9242,12.4899,3.1967,0.1031,0,-0.0028,1.7409,63.9854,CHENNPETRO,2023-08-29,0,22.8334
4.9419,14,6.6927,0.4979,63.0832,10.4738,3.1946,0.0745,1,0.0589,1.2798,11.0188,CHENNPETRO,2024-07-09,0,-0.0535
6.0369,4,3.2766,0.901,56.25,13.9343,2.9671,-0.0031,0,-0.0148,1.2887,10.1399,CHENNPETRO,2025-09-01,0,7.1843
13.6988,0,4.0455,0.9181,67.9286,9.616,5.0726,0.1931,1,0.0294,1.3613,40.8531,CHENNPETRO,2025-10-30,0,9.7439
8.4162,7,3.9689,0.8216,66.9696,8.6398,3.1027,0.1146,0,-0.0208,1.4504,23.9866,CHENNPETRO,2026-02-27,0,-5.8398
9.5782,9,5.5514,0.8863,68.9645,9.117,3.7572,0.1543,0,-0.0463,1.4377,33.8913,CHENNPETRO,2026-03-04,0,-14.0638
7.9933,7,2.4105,0.6633,60.1345,8.6476,3.1136,0.0051,0,-0.0222,1.1852,21.2778,CHOICEIN,2023-01-11,0,-6.4324
5.9599,37,3.3493,0.472,63.6799,18.8122,3.9415,0.0469,0,-0.0288,1.2224,0.2739,CHOICEIN,2023-03-22,1,39.7359
3.6535,22,2.0392,0.7019,66.1319,9.0515,2.5175,0.053,1,0.0818,1.0378,25.4918,CHOICEIN,2023-12-28,0,14.3653
5.7496,19,2.1925,0.8031,67.593,8.3673,2.9494,0.0901,1,0.0489,1.3156,59.8936,CHOICEIN,2024-07-30,0,9.0662
5.5509,8,1.5589,0.8424,57.3488,14.467,2.757,-0.0016,0,-0.0032,1.1996,-5.4804,CHOICEIN,2025-03-19,1,39.0783
4.6996,22,2.5289,0.9067,69.906,18.9004,2.2141,0.0763,1,0.0249,1.2511,49.1773,CHOICEIN,2025-07-04,0,6.0811
5.7391,30,2.4844,0.9003,66.1462,13.0207,2.7296,0.0726,1,0.0085,1.3542,59.4834,CHOICEIN,2025-07-16,0,3.5518
4.4658,42,3.0378,0.944,61.8145,8.6622,1.8485,0.0396,1,0.0226,1.2701,18.8015,CHOICEIN,2025-10-31,0,-5.8188
6.6072,14,2.0923,0.9285,63.9562,9.997,2.9377,0.0878,1,0.0343,1.0245,22.5935,CHOLAFIN,2017-07-13,0,-6.5617
7.802,15,5.5463,0.4629,64.8646,10.6567,3.4854,0.0746,1,0.0409,1.0011,9.8753,CHOLAFIN,2017-11-01,0,7.8611
7.3412,30,2.3529,0.5664,57.0118,8.9892,3.0566,-0.0034,1,0.0104,0.8748,-4.6449,CHOLAFIN,2019-02-01,0,13.2666
8.4595,17,3.8697,0.6583,65.1708,20.1858,3.834,0.0909,1,0.0144,1.0742,12.3648,CHOLAFIN,2019-09-20,0,3.7288
9.9906,4,1.554,0.875,64.1,10.1277,4.1274,0.1455,1,0.0581,0.7159,57.6128,CHOLAFIN,2020-08-13,1,35.211
11.7616,0,1.7507,0.9426,63.7055,10.2907,4.6915,0.1536,1,0.0592,0.7372,53.7645,CHOLAFIN,2020-08-18,1,31.579
10.0719,0,4.4696,0.7805,67.7588,12.4695,4.2896,0.1323,1,0.0081,1.4501,32.6778,CHOLAFIN,2020-10-30,1,27.4594
7.4406,17,1.7953,0.798,63.374,11.4696,4.4151,0.1344,1,0.0017,1.7241,60.9345,CHOLAFIN,2021-04-07,0,-10.6653
8.0122,2,4.8556,0.7798,61.1019,13.7304,3.2587,0.0895,1,0.0374,1.2733,34.9981,CHOLAFIN,2022-04-08,0,-9.8387
7.4304,12,2.0582,0.9164,62.8321,11.4923,3.6013,0.0969,1,0.0049,1.3472,37.9326,CHOLAFIN,2022-04-26,0,-11.2869
6.0445,15,1.5418,0.9266,58.7122,9.9648,3.1889,0.0438,1,0.0157,1.285,8.9107,CHOLAFIN,2022-07-18,0,12.1152
9.0802,12,4.2464,0.4329,62.4916,12.7395,2.9489,0.0456,0,-0.0327,1.0057,-4.3744,CHOLAFIN,2023-02-01,0,-1.6306
11.5905,0,2.2892,0.8035,69.1885,8.7394,2.4628,0.0566,1,0.0155,1.375,32.717,CHOLAFIN,2023-09-08,0,-1.646
8.0119,12,1.7741,0.9327,58.5752,9.3461,2.7616,-0.013,1,0.005,0.9291,-5.6685,CHOLAFIN,2024-12-10,0,-7.6812
7.7449,11,1.6963,0.9729,60.0683,8.6231,4.3816,0.0635,0,-0.0181,1.0288,-17.3423,CHOLAFIN,2025-02-03,0,4.9808
8.605,3,2.5432,0.8872,64.2122,8.8578,3.3479,0.1167,0,-0.0336,1.1074,0.0907,CHOLAFIN,2025-02-27,0,-1.4148
7.9991,77,2.9059,0.9298,64.9788,9.5582,2.2393,0.0545,1,0.0139,0.9729,4.6388,CHOLAFIN,2025-09-16,0,10.0743
2.9215,43,1.9662,0.7291,64.8487,15.3603,2.0131,0.0388,1,0.058,1.0841,1.1139,CHOLAHLDNG,2017-02-01,0,12.4921
9.4772,46,5.0843,0.816,67.8447,10.6709,3.5271,0.0885,1,0.0149,1.0975,21.5416,CHOLAHLDNG,2017-07-07,0,5.76
5.392,9,1.7255,0.4926,64.9346,8.5256,3.2258,0.0985,1,0.0017,1.178,24.9961,CHOLAHLDNG,2017-08-14,0,-1.953
5.1812,20,3.6395,0.4558,61.5319,8.5237,3.0926,0.0011,1,0.0222,0.7332,-19.5795,CHOLAHLDNG,2018-11-29,0,-6.9577
7.027,10,2.3938,0.8208,67.7545,11.7654,4.2869,0.1483,1,0.0613,0.7089,25.4828,CHOLAHLDNG,2020-08-12,0,2.2348
5.4116,47,3.1222,0.7889,65.6402,9.5082,2.8136,0.0466,1,0.0298,1.1839,3.9301,CHOLAHLDNG,2021-05-21,0,2.4918
7.1226,49,5.3676,0.4312,67.2963,12.2415,3.8115,0.079,1,0.0736,0.994,23.322,CHOLAHLDNG,2021-09-16,0,-3.2033
8.0721,9,2.9517,0.6174,58.2914,12.1994,3.8337,0.0045,1,0.0374,0.9245,-7.2354,CHOLAHLDNG,2022-04-08,0,-8.9298
6.7126,169,2.0366,0.66,62.0353,12.759,2.8397,0.0122,0,-0.0185,0.8268,-9.0318,CHOLAHLDNG,2023-01-13,0,-4.9752
11.3818,0,3.1556,0.8346,65.0414,9.6815,3.1681,0.0385,1,0.0183,0.9105,0.4679,CHOLAHLDNG,2023-04-13,1,58.3088
4.1894,19,2.5331,0.6506,69.3326,11.3872,3.042,0.0921,1,0.0374,1.5264,77.8832,CHOLAHLDNG,2023-07-31,0,7.4641
5.1852,29,1.924,0.8432,66.7619,12.319,2.8773,0.0448,1,0.0232,1.0825,-1.2013,CHOLAHLDNG,2024-01-24,0,-1.6809
5.5675,11,1.6887,0.4995,61.2506,8.2269,4.0624,0.1139,1,0.0167,1.1976,40.7963,CHOLAHLDNG,2024-08-09,0,18.9038
5.1819,19,2.7584,0.6894,60.0573,8.0429,4.5331,0.0616,0,-0.0348,1.0608,-21.2611,CHOLAHLDNG,2025-02-25,0,-10.8718
6.8011,13,3.7887,0.8099,64.2043,11.0805,2.8036,0.0813,1,0.0304,0.9478,0.9112,CHOLAHLDNG,2025-10-24,0,-8.4343
