bbw_width_pct,days_in_squeeze,volume_multiple,close_high_ratio,rsi_absolute,rsi_delta,atr_pct,distance_from_50sma,nifty_trend,nifty_distance_from_50sma,relative_strength_125,prior_runup_90,symbol,signal_date,target,trade_pnl,source_batch
8.6323,13,6.6792,0.9115,69.1622,12.7465,3.9271,0.1399,1,0.0405,1.2768,43.4925,DEEPINDS,2023-07-07,1,45.3791,Batch 4
10.3517,8,2.3543,0.8484,67.0104,8.014,4.5815,0.134,0,-0.0045,1.872,63.8936,DEEPINDS,2023-10-03,0,-11.2918,Batch 4
11.0165,8,6.627,0.8896,68.7177,15.8498,4.9059,0.1434,1,0.0069,1.0211,16.9891,DEEPINDS,2024-03-22,0,-7.3288,Batch 4
5.161,6,5.392,0.6763,61.402,12.4863,3.4025,0.049,1,0.0558,1.0644,25.2101,DEEPINDS,2024-07-08,1,40.2097,Batch 4
12.1152,48,9.4372,0.8136,69.2149,9.2853,4.223,0.1655,0,-0.0129,0.8777,1.4362,DEEPINDS,2025-08-04,0,-3.521,Batch 4
6.8758,11,6.6614,0.7146,59.7026,8.0621,3.1902,0.0033,1,0.0115,1.2342,15.4158,DEEPINDS,2025-11-07,0,-12.5573,Batch 4
13.7017,1,13.0237,0.6495,65.7096,13.9467,5.6681,0.1037,0,-0.0782,0.8331,-13.8909,DEEPINDS,2026-03-20,0,9.9597,Batch 4
6.6594,10,1.5228,0.8188,56.9547,11.2664,3.3896,0.0,1,0.0082,1.0,0.0,EMUDHRA,2022-07-11,1,27.6806,Batch 4
8.1668,20,8.791,0.4722,62.5626,12.209,3.32,0.045,1,0.0363,1.0,40.1414,EMUDHRA,2022-11-01,0,-11.5883,Batch 4
4.6088,16,2.645,0.8665,62.5805,13.4223,3.4459,0.0323,0,-0.0048,1.2024,-9.3905,EMUDHRA,2022-12-27,0,-11.0252,Batch 4
7.1281,49,9.1117,0.3902,60.2604,14.8538,4.5437,0.0361,1,0.0603,0.8636,-6.4849,EMUDHRA,2024-01-12,1,51.254,Batch 4
10.0665,5,5.3029,0.6236,68.4114,10.5967,5.7002,0.1413,1,0.0328,1.7023,90.9445,EMUDHRA,2024-06-11,0,-7.6376,Batch 4
9.2348,7,2.1272,0.8302,63.6886,17.8008,3.8713,0.0365,1,0.0167,1.3146,15.6272,EMUDHRA,2024-09-10,0,2.2779,Batch 4
7.6685,43,6.4886,0.745,67.1596,12.5258,3.0421,0.0645,1,0.005,0.8832,-2.9866,GALAPREC,2025-12-19,0,-8.4099,Batch 4
8.9662,6,2.8837,0.7726,61.8183,11.0131,4.2621,0.0743,1,0.026,1.3532,53.7395,HARIOMPIPE,2022-11-10,0,-13.9203,Batch 4
11.7221,16,6.3839,0.7961,65.8831,10.6941,5.5118,0.1444,1,0.0452,1.3505,53.7764,HARIOMPIPE,2022-11-25,0,-4.7125,Batch 4
9.0228,6,3.7446,0.9173,69.0442,11.9607,3.5913,0.164,0,-0.0147,1.6505,57.6781,HARIOMPIPE,2023-03-03,1,46.0066,Batch 4
8.299,10,8.8021,0.7338,63.2828,19.2352,4.4222,0.0195,1,0.0011,1.3581,21.6371,HARIOMPIPE,2023-08-24,0,4.6722,Batch 4
6.1407,28,5.7754,0.5876,67.419,10.8133,4.4029,0.0972,0,-0.0079,1.1606,3.4139,HARIOMPIPE,2023-11-07,0,-8.3643,Batch 4
5.7732,10,3.9762,0.728,62.0519,10.286,3.5837,0.0624,1,0.0507,0.877,17.7861,HARIOMPIPE,2024-07-11,0,15.2713,Batch 4
9.8035,20,6.0756,0.8954,68.713,18.68,4.006,0.1475,1,0.0268,0.7593,-13.0952,HARIOMPIPE,2025-06-05,0,-12.9458,Batch 4
7.3855,6,5.1964,0.8163,64.548,12.2338,4.0249,0.1177,1,0.0069,1.3406,37.7558,HARIOMPIPE,2025-09-15,0,-11.3564,Batch 4
16.345,0,2.753,1.0,65.195,9.2804,6.2208,0.1969,1,0.1154,1.0,-39.6152,JINDRILL,2020-06-03,0,6.1527,Batch 4
8.3497,18,7.2001,0.7105,61.4795,10.1889,4.6601,0.051,0,-0.0083,1.1084,9.2881,JINDRILL,2021-05-05,1,31.1806,Batch 4
12.7354,20,5.5475,1.0,68.3667,12.2557,4.5926,0.1192,1,0.0141,1.2066,25.6853,JINDRILL,2021-05-10,1,32.0153,Batch 4
7.7678,13,3.6629,1.0,69.7993,17.2292,3.7693,0.1446,1,0.0248,1.3794,37.8351,JINDRILL,2021-07-16,0,-9.4407,Batch 4
9.2165,3,4.4683,0.44,55.581,8.7767,5.6463,-0.0201,0,-0.0298,1.0127,0.6192,JINDRILL,2021-12-15,1,62.7021,Batch 4
10.2733,22,13.7665,0.5924,64.0747,26.6873,4.1147,0.0509,1,0.0489,0.7712,18.0223,JINDRILL,2024-07-30,0,-10.1874,Batch 4
6.3522,38,10.8976,0.5412,60.3729,18.021,3.5672,0.0098,0,-0.01,0.7654,-0.573,JINDRILL,2024-10-18,0,-9.5771,Batch 4
9.9222,46,2.4957,0.8563,66.0238,13.5901,4.5704,0.0665,0,-0.0308,0.7946,6.5808,JINDRILL,2024-10-30,0,8.3356,Batch 4
10.4584,4,17.8185,0.8832,61.8711,28.651,3.9972,0.0293,0,-0.0315,0.8429,-5.7746,JINDRILL,2026-03-02,0,-7.5692,Batch 4
6.5682,8,4.4794,0.6313,60.9619,11.2405,4.652,0.1073,1,0.0028,1.0482,5.9124,NEPHROCARE,2025-08-21,0,3.1325,Batch 4
8.5951,29,1.8958,1.0,63.0016,11.3659,3.2058,0.0526,1,0.0452,0.812,-5.0707,NGLFINE,2022-01-17,0,-8.9147,Batch 4
17.0112,3,1.789,0.9047,69.4906,15.8705,4.0788,0.0768,1,0.0548,0.8313,-11.2401,NGLFINE,2022-04-04,0,-12.1643,Batch 4
9.0813,5,3.6045,0.8677,67.0276,10.672,4.759,0.2077,1,0.0227,1.3315,76.5671,NGLFINE,2023-08-07,0,-14.7491,Batch 4
7.1548,29,2.4642,0.0282,59.971,11.1789,3.9359,0.0124,0,-0.0067,1.1917,5.2367,NGLFINE,2023-11-13,0,-4.7316,Batch 4
8.8883,14,1.7907,0.662,64.1809,8.2667,4.3897,0.108,1,0.0209,0.9814,15.6163,NGLFINE,2024-04-05,0,-4.0873,Batch 4
7.4517,30,6.7717,0.6515,67.7891,15.6656,3.2532,0.1054,1,0.057,1.0902,22.6397,NGLFINE,2024-07-12,0,-9.7118,Batch 4
9.0527,11,9.565,0.7323,57.9734,12.2708,5.9302,0.0266,0,-0.0032,0.7477,-12.4629,NGLFINE,2025-02-05,0,-25.6148,Batch 4
14.9205,11,8.2917,0.9279,66.2274,8.254,5.9761,0.1178,0,-0.0068,0.8157,-2.5914,NGLFINE,2025-02-06,0,-32.5535,Batch 4
10.5025,2,1.8117,1.0,64.464,8.707,2.0819,0.0297,1,0.0311,0.5863,4.3528,NGLFINE,2025-07-01,0,0.5596,Batch 4
8.9522,22,4.468,0.7978,66.4288,8.0705,3.2358,0.1028,1,0.0171,1.266,41.1688,NGLFINE,2025-10-10,0,-4.1227,Batch 4
7.1272,3,2.2801,0.7306,60.9565,10.8088,5.2583,0.0742,0,-0.0025,1.0,84.308,NGLFINE,2026-05-05,0,-11.3528,Batch 4
12.4864,3,3.9417,0.6312,69.8351,8.8787,5.0389,0.1703,0,-0.0025,1.0,102.6372,NGLFINE,2026-05-06,0,-17.4436,Batch 4
10.7772,3,7.0804,0.3908,60.0959,12.936,3.4994,0.0247,1,0.0012,1.0,-13.2979,PARAS,2022-03-23,0,-4.6739,Batch 4
11.4434,8,6.457,0.6734,66.9888,8.5924,4.3786,0.1065,1,0.0296,1.2755,-1.183,PARAS,2022-04-07,0,-12.1509,Batch 4
9.8905,3,3.2879,0.6494,62.4784,9.5722,3.611,0.0509,1,0.0124,0.7686,-15.8659,PARAS,2023-04-11,0,-2.6613,Batch 4
5.0191,19,5.1825,0.4523,69.3281,8.8211,2.5107,0.0549,1,0.0695,1.1984,13.0271,PARAS,2023-12-14,0,-8.6093,Batch 4
9.0487,33,4.0932,0.8814,67.06,10.3654,3.6045,0.1045,1,0.0651,1.1482,9.8648,PARAS,2024-01-04,0,-10.3648,Batch 4
8.0603,24,7.7048,0.6445,68.8039,12.1523,2.962,0.0894,1,0.0231,0.8226,-17.8995,PARAS,2025-11-14,0,-12.137,Batch 4
6.0055,6,15.0783,0.4302,57.3086,12.1267,2.9504,0.0134,0,-0.0315,1.0024,-6.1945,PARAS,2026-03-02,0,-9.4201,Batch 4
9.5198,7,10.0248,0.4894,68.652,11.3434,3.4003,0.0865,0,-0.0454,1.081,2.1679,PARAS,2026-03-04,0,-14.7698,Batch 4
9.1084,1,10.4189,0.6557,65.5342,19.1285,3.7147,0.0976,1,0.0595,1.0,4.8865,RPTECH,2024-07-03,0,4.7722,Batch 4
5.2139,31,3.9785,0.8029,64.3844,10.938,2.6928,0.0409,0,-0.0027,0.7648,14.2626,RPTECH,2025-07-18,0,-9.6791,Batch 4
4.4859,13,4.6505,0.4783,64.6284,15.3595,2.6261,0.024,0,-0.0096,1.0467,2.9595,RPTECH,2025-09-04,0,9.4127,Batch 4
4.2537,48,2.328,0.6081,66.2367,8.3095,2.219,0.0432,1,0.0117,1.0577,20.0026,RPTECH,2025-12-12,0,1.1185,Batch 4
7.5955,15,5.8717,0.8983,62.6019,16.1406,3.9917,0.0331,1,0.0491,1.5966,16.065,SANGHVIMOV,2021-09-30,0,9.7436,Batch 4
11.398,18,6.0597,0.8413,64.0899,14.8611,4.7915,0.0861,1,0.0414,1.4763,21.4372,SANGHVIMOV,2021-10-06,0,17.9612,Batch 4
10.1682,7,2.5156,0.9027,61.3662,14.3089,4.8192,0.0491,0,-0.0152,0.9838,-13.3215,SANGHVIMOV,2022-06-02,1,29.1153,Batch 4
10.2028,2,2.3611,0.8388,65.7593,9.63,4.5846,0.1353,1,0.0893,1.1133,25.6576,SANGHVIMOV,2022-08-16,0,-9.9644,Batch 4
8.9398,14,5.964,0.8924,66.5854,19.7801,4.2088,0.0685,1,0.026,1.2925,11.0929,SANGHVIMOV,2022-11-10,1,31.0845,Batch 4
8.6293,15,7.0742,0.8728,66.3248,8.0733,4.6658,0.1172,0,-0.0137,1.6104,64.3735,SANGHVIMOV,2023-02-10,0,-11.2699,Batch 4
10.2372,15,3.0548,0.8705,66.5207,10.2014,4.6329,0.1693,1,0.0394,1.4426,32.3196,SANGHVIMOV,2023-05-31,1,50.0233,Batch 4
7.7047,16,3.6391,0.8745,62.0739,11.4291,4.8316,0.066,0,-0.0254,1.7931,59.2155,SANGHVIMOV,2023-10-31,0,-0.9254,Batch 4
8.3133,17,2.5762,0.7332,61.268,14.1565,5.7309,0.1304,1,0.0636,1.6524,25.737,SANGHVIMOV,2023-12-21,0,-13.9528,Batch 4
8.5341,14,2.6549,0.9308,64.9545,8.7791,5.4143,0.1588,0,-0.0046,1.6732,76.2042,SANGHVIMOV,2024-05-15,0,-24.1822,Batch 4
6.4713,32,2.2678,0.8407,64.0587,9.2491,3.6293,0.066,1,0.0507,1.3603,10.5013,SANGHVIMOV,2024-07-31,0,-12.5378,Batch 4
8.0238,4,6.6133,0.7995,69.9705,14.9017,5.0048,0.2061,1,0.0038,1.4352,38.8975,SANGHVIMOV,2025-09-11,0,-4.2429,Batch 4
8.4723,25,3.0155,0.929,65.9196,14.6449,3.5421,0.0922,1,0.0253,1.0,3.7554,SENORES,2025-06-25,0,23.6111,Batch 4
10.9958,0,7.0215,0.5077,68.2304,9.0161,3.182,0.1124,1,0.0126,1.5832,40.4625,SENORES,2025-11-06,0,-3.6883,Batch 4
9.8745,35,1.6379,0.9195,67.154,8.7938,3.446,0.0902,1,0.0145,1.4621,19.4753,SENORES,2026-01-02,0,-10.2299,Batch 4
6.3478,15,4.0,1.0,69.758,29.8298,0.6127,0.0035,1,0.0352,0.7226,-7.2727,SERVOTECH,2021-03-10,0,-1.9608,Batch 4
12.2775,5,1.7247,1.0,67.6862,13.2417,5.7838,0.1082,1,0.0648,0.63,-27.7146,SERVOTECH,2022-08-24,1,96.4219,Batch 4
5.5731,41,2.2637,1.0,62.9692,14.2976,3.2069,0.0408,1,0.0525,0.8647,-7.9222,SERVOTECH,2024-01-08,0,5.6558,Batch 4
7.0414,30,3.8875,0.4721,58.9842,8.9278,3.5563,0.0182,1,0.037,1.0061,1.0545,SERVOTECH,2024-06-13,1,67.6136,Batch 4
12.4344,4,1.8189,0.6811,59.6085,8.3681,5.6071,0.0654,0,-0.0224,0.6375,-18.6248,SERVOTECH,2026-04-08,0,7.3289,Batch 4
5.5987,11,2.434,0.8886,67.0467,14.3608,3.2923,0.1039,1,0.0253,0.814,5.6931,SURAKSHA,2025-06-25,0,-12.4686,Batch 4
8.3654,7,3.4137,0.904,68.9477,10.4017,2.4037,0.0594,1,0.036,0.987,0.4178,SURAKSHA,2025-10-27,0,-8.2403,Batch 4
4.8206,4,4.128,0.6364,67.9379,8.6419,2.408,0.0658,1,0.0418,1.1305,7.7206,WINDLAS,2023-05-08,1,27.2727,Batch 4
4.5981,9,2.2262,0.7792,68.8135,8.123,2.6721,0.1009,1,0.036,1.0779,9.3829,WINDLAS,2023-06-02,0,8.7638,Batch 4
7.1788,7,2.7143,0.8384,63.3583,8.3774,4.2697,0.1192,1,0.0225,1.2993,55.9074,WINDLAS,2023-08-09,0,-2.4098,Batch 4
7.5171,8,7.5191,0.5557,66.623,13.0275,4.2815,0.1463,1,0.0145,1.5297,49.0224,WINDLAS,2024-02-08,0,-7.0863,Batch 4
8.4771,16,4.0594,0.6378,68.0168,8.7927,4.3961,0.1292,1,0.0501,1.3774,57.6375,WINDLAS,2024-07-29,0,-5.9848,Batch 4
7.0278,36,7.0814,0.4106,67.6716,11.4785,3.5931,0.0679,1,0.0001,0.9258,10.4024,WINDLAS,2025-07-24,0,-6.202,Batch 4
11.9309,1,9.814,0.7096,69.4549,18.358,4.5158,0.1442,0,-0.0161,1.0463,4.4556,WINDLAS,2025-08-13,0,-13.5156,Batch 4
7.8394,29,1.6126,0.5935,55.4889,8.46,3.7882,0.0113,0,-0.0113,0.861,-18.1074,WINDLAS,2026-01-14,0,-6.3796,Batch 4
3.5674,43,1.8246,0.6989,62.4379,9.9364,1.9214,0.0247,0,-0.0114,1.425,23.5628,ABBOTINDIA,2020-02-04,0,10.8965,Nifty 50
11.5035,47,2.6742,0.1629,69.269,9.0597,2.8548,0.0735,1,0.0629,1.3923,19.9857,ABBOTINDIA,2020-08-10,0,-4.9071,Nifty 50
3.8929,76,3.9002,0.6977,66.9841,12.3756,1.4812,0.0303,1,0.0907,0.7311,-0.9826,ABBOTINDIA,2020-12-11,0,-4.3055,Nifty 50
10.0985,2,3.964,0.7446,63.4433,10.9098,3.5733,0.1301,1,0.0416,1.2321,36.5737,ABBOTINDIA,2021-10-01,0,-9.5148,Nifty 50
6.8275,16,4.6728,0.8557,58.7901,19.0923,3.0676,0.0246,0,-0.041,0.994,-8.5506,ABBOTINDIA,2022-05-17,0,9.1729,Nifty 50
4.58,17,2.537,0.8666,68.7231,12.5032,2.2094,0.078,0,-0.0292,1.0875,11.7736,ABBOTINDIA,2022-06-29,0,1.0802,Nifty 50
6.0711,19,3.4128,0.8905,62.6536,14.4948,2.4508,0.014,0,-0.034,1.1552,8.1375,ABBOTINDIA,2022-09-29,0,13.4385,Nifty 50
9.9139,48,3.6793,0.8106,65.848,8.4367,2.3831,0.0747,1,0.0412,1.0377,4.3921,ABBOTINDIA,2022-11-14,0,5.6085,Nifty 50
4.8295,66,2.2019,0.6906,64.646,14.0286,1.9807,0.0409,1,0.0081,1.0738,7.8165,ABBOTINDIA,2024-06-05,0,-1.5754,Nifty 50
5.3946,93,1.958,0.8649,64.0991,13.5233,2.0486,0.0605,1,0.0587,0.9936,1.3473,ABBOTINDIA,2024-07-15,0,-5.3503,Nifty 50
4.3378,75,3.24,0.6301,60.6265,8.526,2.0926,0.0283,0,-0.0169,1.0793,4.1458,ABBOTINDIA,2024-12-27,0,-2.9891,Nifty 50
4.8928,70,3.1006,0.8788,68.2311,11.8392,2.1058,0.071,1,0.0358,1.0766,13.4784,ABBOTINDIA,2025-06-26,0,0.8469,Nifty 50
5.0204,155,3.1814,0.9263,62.8404,14.7204,1.8329,0.0119,0,-0.0454,0.8598,-7.6042,ABBOTINDIA,2026-03-04,0,-5.8878,Nifty 50
7.6847,26,2.3321,0.8936,61.7842,10.2992,3.0301,0.0459,1,0.0576,0.8387,-2.6521,ABB,2020-11-06,1,54.8497,Nifty 50
8.8368,39,4.4224,0.885,67.131,12.6818,3.8196,0.0675,1,0.0431,1.1006,32.6058,ABB,2021-08-27,0,8.96,Nifty 50
6.0768,27,6.4692,0.8723,66.5484,11.5912,3.2735,0.0743,1,0.0178,1.1978,13.7773,ABB,2021-10-28,0,21.6672,Nifty 50
10.0542,9,4.7618,0.7286,67.5128,14.1023,4.6919,0.1508,0,-0.0145,1.226,36.4008,ABB,2021-12-09,0,-5.2874,Nifty 50
8.8518,8,10.3905,0.646,59.0324,23.9592,3.6337,0.0468,0,-0.0231,1.1478,-2.7731,ABB,2022-05-05,0,0.1079,Nifty 50
9.4997,10,4.3397,0.9188,69.9035,11.0926,3.3445,0.1057,0,-0.0093,1.2627,20.0172,ABB,2022-07-06,0,21.6854,Nifty 50
6.1966,55,2.2962,0.7286,64.7002,8.5595,2.0438,0.05,1,0.0237,1.1992,26.7053,ABB,2023-09-11,0,-7.9721,Nifty 50
4.8347,35,2.5344,0.804,64.9456,12.9925,2.2041,0.0568,1,0.0284,0.9862,5.132,ABB,2023-11-30,0,3.1524,Nifty 50
4.973,9,2.4567,0.725,64.0275,8.4167,2.6331,0.0912,1,0.0515,1.0116,13.9285,ABB,2024-01-09,0,-6.9108,Nifty 50
9.9737,39,9.5945,0.6978,65.5457,18.6286,3.3363,0.0623,1,0.0194,1.0138,18.2315,ABB,2024-02-21,1,62.6923,Nifty 50
12.7823,14,3.6612,1.0,66.4661,12.4663,4.2251,0.1115,1,0.0471,0.9126,32.4736,ADANIENSOL,2020-08-20,0,-12.4964,Nifty 50
5.1603,6,2.9455,0.7798,67.0817,10.1771,3.2883,0.1255,1,0.0731,1.1482,17.9541,ADANIENSOL,2020-11-09,0,22.8429,Nifty 50
11.7437,7,2.1977,0.9272,61.3699,10.5371,4.7527,0.0187,0,-0.0292,1.4747,21.4923,ADANIENSOL,2022-06-29,1,58.07,Nifty 50
7.9578,7,1.7145,0.6809,65.1554,10.3562,3.4522,0.0945,1,0.0004,0.7559,-12.884,ADANIENSOL,2023-08-18,0,-3.7543,Nifty 50
8.4181,11,3.1372,0.8682,67.5362,13.6018,3.564,0.0899,1,0.0191,1.1712,51.7809,ADANIENSOL,2024-02-26,0,-12.6134,Nifty 50
11.6469,2,2.5556,0.8212,62.9111,8.0249,4.3214,0.0768,0,-0.0226,0.9849,7.916,ADANIENSOL,2024-11-06,0,-9.591,Nifty 50
6.5356,9,3.7864,0.7567,64.4353,10.9597,2.4037,0.1182,1,0.0372,1.0045,17.4781,ADANIENSOL,2025-10-29,0,1.2337,Nifty 50
9.2727,2,2.3001,0.8148,66.0537,9.9144,3.6619,0.0968,0,-0.0024,1.6773,54.7297,ADANIENT,2020-02-05,0,-0.0391,Nifty 50
7.0501,10,3.4694,0.8627,67.8863,16.0247,3.3672,0.0473,1,0.0285,2.4703,56.5574,ADANIENT,2021-08-06,0,-11.6132,Nifty 50
8.9944,27,3.4033,0.9461,68.719,9.5028,2.473,0.0975,1,0.0325,1.128,17.8068,ADANIENT,2022-01-11,0,-8.7433,Nifty 50
7.5122,5,1.9455,0.8757,66.8691,14.6205,2.6652,0.0596,1,0.0363,1.4378,65.407,ADANIENT,2022-11-01,0,8.0431,Nifty 50
5.5421,44,2.8873,0.5675,61.4791,9.4441,2.9774,0.0576,1,0.0004,1.3678,43.4114,ADANIENT,2023-08-18,0,-6.1228,Nifty 50
7.333,10,6.8079,0.6254,65.4737,19.6668,2.8915,0.0322,1,0.0159,0.8943,0.2731,ADANIENT,2023-11-28,0,13.6818,Nifty 50
12.8854,13,2.6318,0.4075,69.2638,11.1683,3.4693,0.0817,1,0.0557,0.9275,4.675,ADANIENT,2023-12-04,0,10.8745,Nifty 50
7.7965,4,3.9173,0.9057,56.6403,14.8789,2.6244,-0.0171,0,-0.0228,0.8285,-15.5794,ADANIENT,2024-12-30,0,-9.7188,Nifty 50
9.1441,21,3.6301,0.7918,59.1388,14.6442,3.3254,0.0732,1,0.0568,0.8622,1.4965,ADANIENT,2025-05-05,0,-0.3312,Nifty 50
11.1399,9,2.4282,0.853,67.1328,11.152,4.1058,0.1049,1,0.0548,1.7806,51.6836,ADANIGREEN,2022-04-04,0,11.0178,Nifty 50
10.4338,1,5.2999,0.8526,64.5181,17.4049,3.1837,0.0397,0,-0.0217,0.9043,-10.9568,ADANIGREEN,2023-01-16,0,-8.0631,Nifty 50
4.7749,17,4.1807,0.8023,58.9729,20.3601,2.9331,0.0058,1,0.0364,0.9588,-4.0377,ADANIGREEN,2024-07-25,0,-1.8673,Nifty 50
10.121,12,3.5732,0.5933,56.8892,9.798,4.1813,0.0797,1,0.0568,0.5907,-10.0545,ADANIGREEN,2025-05-05,0,1.382,Nifty 50
9.1185,20,8.6497,0.4074,69.9907,12.8897,2.3205,0.0587,1,0.0178,1.0231,6.5598,ADANIGREEN,2025-09-19,0,-2.2529,Nifty 50
6.3532,8,9.9377,0.7562,63.8854,21.5526,2.6431,0.1023,1,0.0372,1.1537,19.1221,ADANIGREEN,2025-10-29,0,-7.5418,Nifty 50
4.5222,14,2.7471,0.6474,68.6085,8.8007,2.6706,0.1254,1,0.0928,1.096,-1.6912,ADANIPORTS,2020-07-03,0,-8.8085,Nifty 50
6.5154,18,1.5309,0.6537,63.4609,8.2322,3.2812,0.0755,1,0.0939,0.8582,14.2836,ADANIPORTS,2020-11-17,0,13.1702,Nifty 50
9.7784,23,2.3049,0.625,64.5321,8.3517,3.082,0.0993,1,0.0951,0.8964,23.6212,ADANIPORTS,2020-11-24,0,9.0866,Nifty 50
8.4449,4,2.6664,0.7695,58.4933,11.0617,2.7212,0.0246,0,-0.0247,0.8722,8.3878,ADANIPORTS,2021-11-24,0,-8.8834,Nifty 50
5.4835,15,2.1196,0.9059,60.1834,8.6869,2.319,0.0428,1,0.0325,0.9261,2.7325,ADANIPORTS,2022-01-11,0,-6.77,Nifty 50
9.9604,11,2.871,0.7571,64.8454,8.0461,2.5611,0.0445,1,0.0339,1.036,31.3767,ADANIPORTS,2022-11-09,0,-5.0598,Nifty 50
6.9702,27,5.532,0.6066,66.2944,11.3751,2.8799,0.09,1,0.0359,0.8204,-10.9688,ADANIPORTS,2023-05-22,0,-3.9211,Nifty 50
3.905,54,2.7925,0.9328,60.359,13.446,2.293,0.0641,1,0.0322,0.8912,33.8701,ADANIPORTS,2023-06-28,0,9.737,Nifty 50
5.6079,61,4.4019,0.655,64.8439,18.3908,2.2694,0.0366,1,0.0159,1.0621,15.045,ADANIPORTS,2023-11-28,1,54.3588,Nifty 50
10.3252,1,4.2652,0.8963,61.0984,13.4362,3.8458,0.0458,0,-0.0037,1.085,6.1876,ADANIPORTS,2026-02-03,0,-5.3644,Nifty 50
4.9948,17,2.8944,0.9091,60.5486,8.7592,2.2042,0.0179,1,0.0169,1.2079,6.2241,ADANIPOWER,2020-01-01,0,-6.4844,Nifty 50
3.8804,35,2.5547,0.8571,59.4971,12.7491,2.1866,0.0066,1,0.0605,0.6489,22.5,ADANIPOWER,2020-08-07,0,-1.5646,Nifty 50
5.0988,46,10.1757,0.1,69.8147,12.8271,2.4125,0.0283,1,0.0576,0.9098,5.5944,ADANIPOWER,2020-11-06,0,-6.3399,Nifty 50
10.5073,3,5.2819,0.7619,66.3769,9.0973,3.8677,0.115,1,0.0727,1.1477,55.7823,ADANIPOWER,2021-02-12,1,50.0,Nifty 50
6.8437,24,6.865,0.8636,67.8315,20.0926,3.0378,0.0612,1,0.03,0.8655,10.4061,ADANIPOWER,2022-01-10,0,-5.0,Nifty 50
6.5688,8,4.8641,0.89,61.0009,22.0789,2.9093,0.0306,1,0.0401,0.8629,21.0465,ADANIPOWER,2023-07-25,1,33.2347,Nifty 50
10.2163,11,3.3576,0.8594,66.7419,8.6324,3.346,0.0729,1,0.0374,0.9483,36.625,ADANIPOWER,2023-07-31,1,26.5911,Nifty 50
5.435,10,2.3068,0.8242,61.4178,10.046,3.5942,0.0885,0,-0.0036,1.3671,20.0191,ADANIPOWER,2024-05-14,0,13.1587,Nifty 50
5.7953,40,1.6782,0.6172,61.7071,8.5505,4.3832,0.0745,1,0.016,0.9035,-0.3675,ADANIPOWER,2025-04-15,0,-3.4484,Nifty 50
6.3202,16,6.0774,0.6979,68.8167,10.8838,2.8553,0.0984,1,0.0376,1.0931,19.9195,ADANIPOWER,2025-06-10,0,-10.1991,Nifty 50
5.9389,35,5.5537,0.5563,69.2015,10.0735,2.4345,0.067,0,-0.007,1.1304,19.1259,ADANIPOWER,2025-09-08,0,20.7406,Nifty 50
4.3466,28,4.9219,0.5753,57.2477,10.7727,2.2054,-0.0056,1,0.0078,1.2241,24.7463,ADANIPOWER,2026-01-01,0,-6.9913,Nifty 50
11.657,1,3.8848,0.9389,67.999,11.8761,4.1503,0.0893,0,-0.0017,1.2752,7.4671,ADANIPOWER,2026-02-04,0,-14.3538,Nifty 50
7.2057,31,2.7671,0.6187,63.8025,8.8669,2.9223,0.0806,1,0.1095,1.078,-0.0731,AMBUJACEM,2020-07-21,0,3.0105,Nifty 50
9.051,8,1.7058,0.8189,62.8861,8.9567,3.9224,0.0836,1,0.0608,0.9478,32.0191,AMBUJACEM,2021-02-02,0,-4.473,Nifty 50
3.4741,55,4.0937,0.5657,65.5983,11.4603,2.2514,0.0707,1,0.03,1.243,31.8037,AMBUJACEM,2021-07-06,0,10.7363,Nifty 50
8.3746,34,2.6857,0.6585,66.6413,10.636,2.9395,0.0989,1,0.0359,0.7394,-19.2187,AMBUJACEM,2023-05-22,0,1.2045,Nifty 50
5.4742,24,1.773,0.904,60.6921,13.5141,2.0166,0.0197,1,0.0401,0.7798,19.5924,AMBUJACEM,2023-07-25,0,-3.1485,Nifty 50
3.2687,68,4.0197,0.7665,58.5558,17.4125,1.6441,0.0112,1,0.0159,0.9443,3.604,AMBUJACEM,2023-11-28,1,36.5057,Nifty 50
5.377,19,2.0058,0.8525,65.8167,11.9509,3.1101,0.1258,1,0.0145,1.1699,25.8199,AMBUJACEM,2024-01-25,0,0.4011,Nifty 50
11.0516,33,3.6804,0.7478,68.042,11.5446,2.5061,0.0865,1,0.0376,1.3216,24.8929,AMBUJACEM,2024-06-03,0,-9.7771,Nifty 50
2.7965,74,3.7456,0.6542,56.284,8.0196,1.7752,0.0121,1,0.0236,1.0206,4.1501,AMBUJACEM,2025-11-03,0,-7.1997,Nifty 50
8.4573,12,1.5613,0.9406,60.4382,9.3362,3.5857,0.0637,1,0.0757,1.2146,-16.8483,APOLLOHOSP,2020-06-12,0,18.5833,Nifty 50
6.9044,19,2.0172,0.9044,67.7321,10.2009,3.4159,0.0921,1,0.0237,1.0188,38.3442,APOLLOHOSP,2020-09-17,0,14.7473,Nifty 50
8.2233,7,3.0018,0.762,62.1446,10.2508,4.2079,0.1255,1,0.0863,1.2535,61.3818,APOLLOHOSP,2020-11-13,0,21.3187,Nifty 50
9.2754,2,1.5698,0.8667,66.777,9.3555,3.4122,0.0969,0,-0.0083,1.2524,42.7091,APOLLOHOSP,2021-05-05,0,-5.589,Nifty 50
6.7156,16,1.5061,0.9443,67.811,9.7772,2.1151,0.0934,1,0.0582,1.206,29.4897,APOLLOHOSP,2021-06-03,0,-7.4495,Nifty 50
